action_level_PV,action_level_Substation1,action_level_Substation2,action_level_Compressor1,action_level_Compressor2,action_level_Compressor3,action_level_ThermalUnit,action_level_LNG,intended_height_PV,intended_height_Substation1,intended_height_Substation2,intended_height_Compressor1,intended_height_Compressor2,intended_height_Compressor3,intended_height_ThermalUnit,intended_height_LNG,executed_height_PV,executed_height_Substation1,executed_height_Substation2,executed_height_Compressor1,executed_height_Compressor2,executed_height_Compressor3,executed_height_ThermalUnit,executed_height_LNG,weight_W_g,weight_W_e,weight_W_ge,weight_W_gs,weight_W_ee,weight_W_es,cost_PV,cost_Substation1,cost_Substation2,cost_Compressor1,cost_Compressor2,cost_Compressor3,cost_ThermalUnit,cost_LNG,econ_impact,social_impact,action_gain,climate_drift,prev_loss,base_loss,new_loss,repeat_penalty,unused_budget_penalty,normalized_cost,normalized_unused_budget,repeat_penalty_assets,trimmed_assets,total_cost,unused_budget,sea_level_offset,sea_level_delta,climate_scenario,reward,obs_json,year,episode,step_in_episode
1,0,5,0,6,6,2,4,0.5,0.0,2.5,0.0,3.0,3.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,31339.818,0.0,0.0,0.0,0.0,190266.81,101823.375,0.0,0.007621739059686661,0.0031119080376811326,0.00025209979503415525,5.854554183315486e-05,0.0028769660275429487,0.0029355115693761036,0.0026834117743419483,-2.0,0.70628,0.64686,0.35314,"[4, 7]",[2],323430.0,176570.0,0.5850276947021484,0.046500325202941895,SSP5-8.5,-1.738508733994998,"[0.013333333656191826, 0.0, 0.006666666828095913, 0.015555555932223797, 0.03333333507180214, 0.015555555932223797, 0.0, 0.02222222276031971, 0.4000000059604645, 0.06731592118740082, 0.0039445990696549416, 0.0018093331018462777]",30,4,6
2,6,0,0,6,0,0,3,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,190266.81,0.0,0.0,202862.9,0.00763187650591135,0.0032012389274314046,3.1605595722794533e-06,2.8027643566019833e-05,0.0026834117743419483,0.002711439417907968,0.0027082788583356887,-1.0,0.427481125,0.7862594375,0.2137405625,[0],[1],393129.71875,106870.28125,0.7020127773284912,0.11698508262634277,SSP5-8.5,-1.5518165449687018,"[0.015555555932223797, 0.0, 0.006666666828095913, 0.015555555932223797, 0.03333333507180214, 0.028888888657093048, 0.004444444552063942, 0.02222222276031971, 0.46666666865348816, 0.07312846183776855, 0.0038108695298433304, 0.0015559539897367358]",35,4,7
0,0,0,1,0,0,5,1,0.0,0.0,0.0,0.5,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,22160.598,0.0,0.0,305756.38,0.0,0.0076020085252821445,0.003435749385971576,4.352943506091833e-05,9.469005453865975e-05,0.0027082788583356887,0.0028029689128743485,0.00275943947781343,-1.0,0.688332125,0.6558339375,0.3441660625,[7],[],327916.96875,172083.03125,0.8405275344848633,0.13851475715637207,SSP5-8.5,-1.9441352223887072,"[0.015555555932223797, 0.0, 0.006666666828095913, 0.015555555932223797, 0.046666666865348816, 0.028888888657093048, 0.004444444552063942, 0.028888888657093048, 0.5333333611488342, 0.0877515971660614, 0.003815938252955675, 0.0016006194055080414]",40,4,8
5,6,0,3,0,3,6,3,2.5,3.0,0.0,1.5,0.0,1.5,3.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,82818.43,0.0,202862.9,0.007790792733430862,0.003366845892742276,0.0,2.9970178729854524e-05,0.00275943947781343,0.0027894096565432847,0.0027894096565432847,-2.0,0.857274625,0.5713626875,0.4286373125,"[3, 6]","[1, 0]",285681.34375,214318.65625,0.8672295808792114,0.026702046394348145,SSP5-8.5,-3.0071255186492727,"[0.015555555932223797, 0.0, 0.006666666828095913, 0.017777778208255768, 0.046666666865348816, 0.028888888657093048, 0.015555555932223797, 0.028888888657093048, 0.6000000238418579, 0.10506594181060791, 0.0038010042626410723, 0.0017178746638819575]",45,4,9
0,2,0,4,4,0,4,6,0.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,88181.63,0.0,116964.35,116964.35,0.0,0.0,0.0,0.007269376656040549,0.003239405225031078,0.000260012224316597,9.779803804121912e-05,0.0027894096565432847,0.0028872076945845038,0.002627195470267907,-1.0,0.711558625,0.6442206875,0.3557793125,[7],[6],322110.34375,177889.65625,0.9993106126785278,0.1320810317993164,SSP5-8.5,-0.9004876936231107,"[0.015555555932223797, 0.0, 0.006666666828095913, 0.017777778208255768, 0.046666666865348816, 0.035555556416511536, 0.015555555932223797, 0.035555556416511536, 0.6666666865348816, 0.10840369760990143, 0.003895396366715431, 0.001683422946371138]",50,4,10
0,3,3,0,5,6,1,4,0.0,1.5,1.5,0.0,2.5,3.0,0.5,2.0,0.0,0.0,1.5,0.0,0.0,3.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,143445.73,0.0,0.0,190266.81,44321.195,0.0,0.007251738803461194,0.0031943609355948865,1.1563432053662837e-05,-4.1071034502238035e-06,0.002627195470267907,0.002623088366817683,0.00261152493476402,-2.0,0.487865,0.7560675,0.2439325,"[1, 4]",[7],378033.75,121966.25,1.0155887603759766,0.01627814769744873,SSP5-8.5,-2.409512322480567,"[0.015555555932223797, 0.004444444552063942, 0.006666666828095913, 0.02666666731238365, 0.0555555559694767, 0.035555556416511536, 0.015555555932223797, 0.035555556416511536, 0.7333333492279053, 0.12491382658481598, 0.0036346884444355965, 0.0016197026707231998]",55,4,11
5,5,6,2,6,0,6,1,2.5,2.5,3.0,1.0,3.0,0.0,3.0,0.5,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,50911.688,190266.81,0.0,0.0,54282.16,0.007188185816630721,0.003263512044213712,0.0,1.399530447088182e-06,0.00261152493476402,0.0026129244652111083,0.0026129244652111083,-2.0,0.818157375,0.5909213125,0.4090786875,"[2, 6]","[1, 0]",295460.65625,204539.34375,1.0416009426116943,0.026012182235717773,SSP5-8.5,-2.825155027235441,"[0.015555555932223797, 0.004444444552063942, 0.013333333656191826, 0.02666666731238365, 0.0555555559694767, 0.04888888821005821, 0.017777778208255768, 0.035555556416511536, 0.800000011920929, 0.12694859504699707, 0.003625869285315275, 0.0015971804969012737]",60,4,12
0,5,6,0,1,5,2,0,0.0,2.5,3.0,0.0,0.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,152878.19,101823.375,0.0,0.007387402467429638,0.0034863585606217384,0.0,0.00010551579180173576,0.0026129244652111083,0.002718440257012844,0.002718440257012844,-1.0,0.98119375,0.509403125,0.490596875,[4],"[2, 1]",254701.5625,245298.4375,1.2400676012039185,0.19846665859222412,SSP5-8.5,-2.508772709008679,"[0.015555555932223797, 0.004444444552063942, 0.013333333656191826, 0.031111111864447594, 0.06888888776302338, 0.04888888821005821, 0.017777778208255768, 0.03777777776122093, 0.8666666746139526, 0.1302001178264618, 0.0035940930247306824, 0.001631756080314517]",65,4,13
6,6,5,0,0,0,0,0,3.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,264792.78,0.0,0.0,0.0,0.0,0.0,0.007504278561100364,0.0035875369794666767,0.0,5.4513628128916025e-05,0.002718440257012844,0.00277295388514176,0.00277295388514176,0.0,0.940828875,0.5295855625,0.4704144375,[],"[1, 0]",264792.78125,235207.21875,1.2791638374328613,0.03909623622894287,SSP5-8.5,-1.2133970156445801,"[0.015555555932223797, 0.004444444552063942, 0.013333333656191826, 0.031111111864447594, 0.06888888776302338, 0.05999999865889549, 0.02222222276031971, 0.03777777776122093, 0.9333333373069763, 0.1550084501504898, 0.003693701233714819, 0.0017431792803108692]",70,4,14
5,0,3,6,0,0,6,4,2.5,0.0,1.5,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,143445.73,190266.81,0.0,0.0,0.0,0.0,0.010406068991869688,0.007923071505501866,3.101065522059798e-05,0.00016339332796633244,0.004449902451597154,0.004613295779563487,0.004582285124342889,0.0,0.66514975,0.667425125,0.332574875,[],"[6, 7, 0]",333712.5625,166287.4375,0.08047619462013245,0.08047619462013245,SSP5-8.5,-1.3270631137286721,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005084986798465252, 0.0038148178718984127]",0,5,0
0,6,6,2,0,6,0,0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,190266.81,0.0,0.0,0.010502793360501528,0.00821330095641315,0.00015574326971545815,0.00025248172460123897,0.004582285124342889,0.0048347668489441276,0.004679023579228669,-2.0,1.23893275,0.380533625,0.619466375,"[2, 3]",[1],190266.8125,309733.1875,0.18368259072303772,0.10320639610290527,SSP5-8.5,-3.722625024428904,"[0.0, 0.0, 0.006666666828095913, 0.013333333656191826, 0.0, 0.0, 0.0, 0.0, 0.06666667014360428, 0.010059524327516556, 0.005203034728765488, 0.003961535636335611]",5,5,1
2,6,3,3,0,4,4,3,1.0,3.0,1.5,1.5,0.0,2.0,2.0,1.5,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,72000.0,0.0,143445.73,82818.43,0.0,0.0,0.0,0.0,0.008970835246145725,0.005689909216016531,0.0010132007882930338,-6.366753950715065e-07,0.004679023579228669,0.004678386903833598,0.003665186115540564,-1.0,0.806943375,0.5965283125,0.4034716875,[5],"[1, 6, 7]",298264.15625,201735.84375,0.23684611916542053,0.05316352844238281,SSP5-8.5,3.2622439434405264,"[0.0, 0.0, 0.006666666828095913, 0.013333333656191826, 0.0, 0.013333333656191826, 0.0, 0.0, 0.13333334028720856, 0.022960323840379715, 0.00525139644742012, 0.004106650594621897]",10,5,2
3,2,4,3,0,1,2,3,1.5,1.0,2.0,1.5,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,88181.63,0.0,0.0,0.0,22160.598,101823.375,202862.9,0.008731079520657659,0.0056732529774308205,0.00026303838239982724,0.00019893539138138294,0.003665186115540564,0.003864121506921947,0.0036010831245221198,-3.0,0.339886,0.830057,0.169943,"[0, 2, 3]",[],415028.5,84971.5,0.30505046248435974,0.06820434331893921,SSP5-8.5,-3.0193710449077784,"[0.004444444552063942, 0.0, 0.013333333656191826, 0.019999999552965164, 0.0, 0.013333333656191826, 0.0, 0.0, 0.20000000298023224, 0.029605764895677567, 0.004485417623072863, 0.0028449546080082655]",15,5,3
4,5,0,1,5,1,4,4,2.0,2.5,0.0,0.5,2.5,0.5,2.0,2.0,2.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,0.0,22160.598,152878.19,0.0,0.0,0.0,0.007064062636345625,0.0030764853581786156,0.0010862047201953828,2.0258594304323196e-05,0.0036010831245221198,0.003621341718826443,0.00253513699863106,-4.0,0.6381945,0.68090275,0.31909725,"[1, 5, 6, 7]",[],340451.375,159548.625,0.38668426871299744,0.0816338062286377,SSP5-8.5,0.6915361294552982,"[0.004444444552063942, 0.004444444552063942, 0.013333333656191826, 0.019999999552965164, 0.0, 0.015555555932223797, 0.004444444552063942, 0.006666666828095913, 0.2666666805744171, 0.03813130781054497, 0.0043655396439135075, 0.0028366264887154102]",20,5,4
5,0,5,3,2,1,6,4,2.5,0.0,2.5,1.5,1.0,0.5,3.0,2.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,264792.78,0.0,0.0,22160.598,0.0,0.0,0.007381551433354616,0.0033429303439334035,0.0,0.0001459834456909448,0.00253513699863106,0.002681120444322005,0.002681120444322005,-3.0,0.8521865,0.57390675,0.42609325,"[0, 3, 4]","[6, 7]",286953.375,213046.625,0.5270153284072876,0.14033105969429016,SSP5-8.5,-4.582103728454724,"[0.013333333656191826, 0.004444444552063942, 0.013333333656191826, 0.02222222276031971, 0.011111111380159855, 0.015555555932223797, 0.004444444552063942, 0.006666666828095913, 0.3333333432674408, 0.04833553358912468, 0.0035320313181728125, 0.0015382426790893078]",25,5,5
3,5,6,2,0,6,4,6,1.5,2.5,3.0,1.0,0.0,3.0,2.0,3.0,1.5,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,0.0,50911.688,0.0,0.0,233928.7,0.0,0.006654377793893218,0.0020546412051771767,0.0004969959682057379,-6.869726348668337e-06,0.002681120444322005,0.0026742507179733366,0.0021772547497675987,-2.0,0.392146625,0.8039266875,0.1960733125,"[2, 5]","[7, 1]",401963.34375,98036.65625,0.6110408306121826,0.08402550220489502,SSP5-8.5,0.127181847772031,"[0.013333333656191826, 0.004444444552063942, 0.024444444105029106, 0.02222222276031971, 0.011111111380159855, 0.017777778208255768, 0.004444444552063942, 0.006666666828095913, 0.4000000059604645, 0.06587691605091095, 0.003690775716677308, 0.0016714651137590408]",30,5,6
0,6,1,0,6,4,6,6,0.0,3.0,0.5,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.5,0.0,3.0,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,38383.28,0.0,190266.81,116964.35,0.0,0.0,0.006687662098556757,0.0021474021559697576,0.0,3.1511313864029944e-05,0.0021772547497675987,0.0022087660636316286,0.0022087660636316286,-1.0,0.61754225,0.691228875,0.308771125,[6],"[7, 1]",345614.4375,154385.5625,0.6496942043304443,0.03865337371826172,SSP5-8.5,-1.7750988193201498,"[0.019999999552965164, 0.004444444552063942, 0.024444444105029106, 0.02666666731238365, 0.011111111380159855, 0.017777778208255768, 0.013333333656191826, 0.006666666828095913, 0.46666666865348816, 0.07638010382652283, 0.003327189013361931, 0.00102732062805444]",35,5,7
1,1,0,0,0,4,1,5,0.5,0.5,0.0,0.0,0.0,2.0,0.5,2.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,31339.818,38383.28,0.0,0.0,0.0,0.0,44321.195,374473.56,0.0063623650930821896,0.0019349408767084242,9.018198556987045e-05,-4.4257585614104755e-05,0.0022087660636316286,0.002164508478017524,0.0020743264924476534,-1.0,0.045928625,0.9770356875,0.0229643125,[5],[],488517.84375,11482.15625,0.6784638166427612,0.028769612312316895,SSP5-8.5,-0.3737307690801239,"[0.019999999552965164, 0.004444444552063942, 0.02666666731238365, 0.02666666731238365, 0.024444444105029106, 0.02666666731238365, 0.013333333656191826, 0.006666666828095913, 0.5333333611488342, 0.08121177554130554, 0.0033438310492783785, 0.0010737010743469]",40,5,8
1,0,0,5,5,5,6,2,0.5,0.0,0.0,2.5,2.5,2.5,3.0,1.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,152878.19,152878.19,0.0,0.0,0.00647364417091012,0.0018536271527409554,0.0,7.491338465115405e-06,0.0020743264924476534,0.002081817830912769,0.002081817830912769,-3.0,0.16546175,0.917269125,0.082730875,"[0, 6, 7]",[],458634.5625,41365.4375,0.731144905090332,0.0526810884475708,SSP5-8.5,-3.202918442325577,"[0.02222222276031971, 0.006666666828095913, 0.02666666731238365, 0.02666666731238365, 0.024444444105029106, 0.02666666731238365, 0.015555555932223797, 0.017777778208255768, 0.6000000238418579, 0.08480797708034515, 0.0031811825465410948, 0.0009674704633653164]",45,5,9
3,3,6,0,4,3,3,0,1.5,1.5,3.0,0.0,2.0,1.5,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,143445.73,0.0,0.0,0.0,0.0,165636.86,0.0,0.006353265605866909,0.0019203780684620142,1.916551173053449e-05,5.758599399996456e-06,0.002081817830912769,0.0020875764303127653,0.002068410918582231,-2.0,0.29517775,0.852411125,0.147588875,"[4, 5]",[2],426205.5625,73794.4375,0.9193376302719116,0.1881927251815796,SSP5-8.5,-2.22814318834731,"[0.02222222276031971, 0.006666666828095913, 0.02666666731238365, 0.03777777776122093, 0.035555556416511536, 0.03777777776122093, 0.015555555932223797, 0.017777778208255768, 0.6666666865348816, 0.0913931131362915, 0.00323682208545506, 0.0009268135763704777]",50,5,10
4,6,6,0,6,0,4,0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,190266.81,0.0,0.0,0.0,0.006053164834156632,0.001849598134867847,0.0,-9.272017632611096e-05,0.002068410918582231,0.00197569074225612,0.00197569074225612,-3.0,1.23893275,0.380533625,0.619466375,"[0, 1, 6]",[2],190266.8125,309733.1875,0.9972916841506958,0.07795405387878418,SSP5-8.5,-3.7753318683694452,"[0.028888888657093048, 0.013333333656191826, 0.02666666731238365, 0.03777777776122093, 0.035555556416511536, 0.03777777776122093, 0.02222222276031971, 0.017777778208255768, 0.7333333492279053, 0.11491720378398895, 0.0031766328029334545, 0.0009601890342310071]",55,5,11
